Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount
893,4/21/2023,CUST0893,Male,49,Electronics,1,50,50
894,9/5/2023,CUST0894,Male,52,Electronics,1,30,30
895,5/22/2023,CUST0895,Female,55,Clothing,4,30,120
896,10/29/2023,CUST0896,Female,30,Electronics,2,25,50
897,9/26/2023,CUST0897,Female,64,Electronics,2,50,100
898,11/2/2023,CUST0898,Female,42,Clothing,3,30,90
899,5/25/2023,CUST0899,Male,26,Clothing,2,300,600
900,2/21/2023,CUST0900,Male,21,Clothing,2,30,60
901,4/10/2023,CUST0901,Male,31,Electronics,1,30,30
902,6/1/2023,CUST0902,Female,54,Beauty,1,50,50
903,4/27/2023,CUST0903,Female,51,Beauty,4,50,200
904,7/4/2023,CUST0904,Male,28,Clothing,1,500,500
905,4/2/2023,CUST0905,Male,58,Beauty,1,300,300
906,6/4/2023,CUST0906,Female,20,Clothing,1,50,50
907,1/8/2023,CUST0907,Female,45,Electronics,1,25,25
908,12/29/2023,CUST0908,Male,46,Beauty,4,300,1200
909,10/1/2023,CUST0909,Male,26,Electronics,1,300,300
910,3/6/2023,CUST0910,Female,20,Beauty,3,50,150
911,5/21/2023,CUST0911,Male,42,Electronics,3,300,900
912,1/24/2023,CUST0912,Male,51,Beauty,3,50,150
913,1/28/2023,CUST0913,Male,29,Electronics,3,30,90
914,10/11/2023,CUST0914,Female,59,Electronics,1,500,500
915,5/30/2023,CUST0915,Female,26,Beauty,3,30,90
916,12/24/2023,CUST0916,Female,32,Electronics,1,50,50
917,3/6/2023,CUST0917,Female,57,Electronics,4,50,200
918,11/23/2023,CUST0918,Female,42,Electronics,3,30,90
919,9/9/2023,CUST0919,Female,22,Beauty,2,25,50
920,2/22/2023,CUST0920,Female,28,Beauty,3,25,75
921,1/7/2023,CUST0921,Male,51,Electronics,3,25,75
922,10/21/2023,CUST0922,Male,41,Electronics,1,50,50
923,5/26/2023,CUST0923,Male,32,Beauty,3,300,900
924,8/29/2023,CUST0924,Male,55,Beauty,2,50,100
925,9/3/2023,CUST0925,Male,25,Electronics,1,300,300
926,8/14/2023,CUST0926,Male,22,Electronics,1,30,30
927,6/24/2023,CUST0927,Male,43,Electronics,4,500,2000
928,4/5/2023,CUST0928,Female,35,Clothing,4,300,1200
929,1/27/2023,CUST0929,Female,23,Beauty,3,25,75
930,5/10/2023,CUST0930,Male,54,Clothing,4,50,200
931,9/2/2023,CUST0931,Male,30,Beauty,4,30,120
932,2/28/2023,CUST0932,Female,45,Beauty,4,25,100
933,2/3/2023,CUST0933,Male,22,Beauty,1,30,30
934,7/25/2023,CUST0934,Male,30,Beauty,1,500,500
935,9/9/2023,CUST0935,Female,34,Beauty,1,50,50
936,2/7/2023,CUST0936,Male,57,Beauty,4,50,200
937,10/23/2023,CUST0937,Female,62,Beauty,1,500,500
938,11/19/2023,CUST0938,Male,49,Clothing,4,50,200
939,12/18/2023,CUST0939,Female,46,Electronics,1,300,300
940,1/28/2023,CUST0940,Female,20,Electronics,1,30,30
941,3/19/2023,CUST0941,Female,57,Clothing,2,25,50
942,3/18/2023,CUST0942,Male,51,Clothing,3,500,1500
943,10/16/2023,CUST0943,Female,57,Clothing,4,300,1200
944,6/5/2023,CUST0944,Male,44,Clothing,2,25,50
945,2/13/2023,CUST0945,Male,30,Beauty,1,25,25
946,5/8/2023,CUST0946,Male,62,Electronics,4,500,2000
947,3/2/2023,CUST0947,Male,50,Beauty,1,300,300
948,10/13/2023,CUST0948,Female,23,Electronics,3,25,75
949,8/2/2023,CUST0949,Female,41,Electronics,2,25,50
950,11/7/2023,CUST0950,Male,36,Clothing,3,300,900
951,11/2/2023,CUST0951,Male,33,Beauty,2,50,100
952,11/13/2023,CUST0952,Female,57,Clothing,1,25,25
953,4/26/2023,CUST0953,Male,45,Beauty,3,30,90
954,9/25/2023,CUST0954,Female,50,Electronics,3,300,900
955,7/14/2023,CUST0955,Male,58,Clothing,1,25,25
956,8/19/2023,CUST0956,Male,30,Clothing,3,500,1500
957,8/15/2023,CUST0957,Female,60,Electronics,4,30,120
958,6/2/2023,CUST0958,Male,62,Electronics,2,25,50
959,10/29/2023,CUST0959,Female,42,Electronics,2,30,60
960,8/8/2023,CUST0960,Male,59,Clothing,2,30,60
961,6/6/2023,CUST0961,Male,53,Beauty,4,50,200
962,10/19/2023,CUST0962,Male,44,Clothing,2,30,60
963,11/14/2023,CUST0963,Female,55,Beauty,1,50,50
964,1/31/2023,CUST0964,Male,24,Clothing,3,300,900
965,11/9/2023,CUST0965,Male,22,Clothing,4,50,200
966,2/20/2023,CUST0966,Male,60,Electronics,2,500,1000
967,4/17/2023,CUST0967,Male,62,Beauty,1,25,25
968,11/17/2023,CUST0968,Female,48,Clothing,3,300,900
969,4/19/2023,CUST0969,Female,40,Clothing,3,300,900
970,5/16/2023,CUST0970,Male,59,Electronics,4,500,2000
971,12/5/2023,CUST0971,Female,27,Electronics,4,50,200
972,2/11/2023,CUST0972,Male,49,Beauty,4,25,100
973,3/22/2023,CUST0973,Male,60,Clothing,1,50,50
974,5/3/2023,CUST0974,Male,47,Beauty,1,30,30
975,3/30/2023,CUST0975,Female,56,Clothing,4,50,200
976,10/10/2023,CUST0976,Female,48,Beauty,2,300,600
977,2/8/2023,CUST0977,Female,35,Electronics,3,25,75
978,3/22/2023,CUST0978,Female,53,Clothing,3,50,150
979,1/2/2023,CUST0979,Female,19,Beauty,1,25,25
980,7/29/2023,CUST0980,Female,31,Electronics,3,25,75
981,8/19/2023,CUST0981,Female,30,Electronics,2,30,60
982,12/19/2023,CUST0982,Female,46,Beauty,3,30,90
983,11/1/2023,CUST0983,Female,29,Clothing,1,300,300
984,8/29/2023,CUST0984,Male,56,Clothing,1,500,500
985,5/30/2023,CUST0985,Female,19,Electronics,2,25,50
986,1/17/2023,CUST0986,Female,49,Clothing,2,500,1000
987,4/29/2023,CUST0987,Female,30,Clothing,3,300,900
988,5/28/2023,CUST0988,Female,63,Clothing,3,25,75
989,12/28/2023,CUST0989,Female,44,Electronics,1,25,25
990,5/25/2023,CUST0990,Female,58,Beauty,2,500,1000
991,12/26/2023,CUST0991,Female,34,Clothing,2,50,100
992,8/21/2023,CUST0992,Female,57,Electronics,2,30,60
993,2/6/2023,CUST0993,Female,48,Electronics,3,50,150
994,12/18/2023,CUST0994,Female,51,Beauty,2,500,1000
995,4/30/2023,CUST0995,Female,41,Clothing,1,30,30
996,5/16/2023,CUST0996,Male,62,Clothing,1,50,50
997,11/17/2023,CUST0997,Male,52,Beauty,3,30,90
998,10/29/2023,CUST0998,Female,23,Beauty,4,25,100
999,12/5/2023,CUST0999,Female,36,Electronics,3,50,150
1000,4/12/2023,CUST1000,Male,47,Electronics,4,30,120
